.pred_class	identifier	drug	gene	slope	bottom	top	inflection	IC50	stdIC50	down	r2	rse	bic	aic	AUC	Normalized_Intensity_0	Normalized_Intensity_1	Normalized_Intensity_10	Normalized_Intensity_100	Normalized_Intensity_1000	Normalized_Intensity_10000	Unique_Peptides_0	Unique_Peptides_1	Unique_Peptides_10	Unique_Peptides_100	Unique_Peptides_1000	Unique_Peptides_10000	Description	Mean_Intensity	Gene names	DMSO_percentile	MAD	beginningOfCurve	endOfCurve	linearSlope	R2_Bins
non-regulated	VH298:Q12809	VH298	Q12809	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Potassium voltage-gated channel subfamily H member 2	0	KCNH2	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q13286	VH298	Q13286	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Battenin	0	CLN3	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q14CS0	VH298	Q14CS0	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	UBX domain-containing protein 2B	0	UBXN2B	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q15051	VH298	Q15051	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	IQ calmodulin-binding motif-containing protein 1	0	IQCB1	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q16610	VH298	Q16610	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Extracellular matrix protein 1	0	ECM1	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q5T5U3	VH298	Q5T5U3	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Rho GTPase-activating protein 21	0	ARHGAP21	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q6ZQY3;Q9Y600	VH298	Q6ZQY3;Q9Y600	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Acidic amino acid decarboxylase GADL1	0	GADL1;CSAD	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q8IY33	VH298	Q8IY33	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	1	1	MICAL-like protein 2	0	MICALL2	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q8N1W2;Q8N895	VH298	Q8N1W2;Q8N895	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Zinc finger protein 710	0	ZNF710;ZNF366	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q8NAN2	VH298	Q8NAN2	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Mitoguardin 1	0	MIGA1	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q8TCB7	VH298	Q8TCB7	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	tRNA N(3)-methylcytidine methyltransferase METTL6	0	METTL6	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q8WVE7	VH298	Q8WVE7	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Transmembrane protein 170A	0	TMEM170A	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q96DR4	VH298	Q96DR4	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	StAR-related lipid transfer protein 4	0	STARD4	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q96GD3	VH298	Q96GD3	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Polycomb protein SCMH1	0	SCMH1	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q96S06	VH298	Q96S06	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Lipase maturation factor 1	0	LMF1	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q9BT67	VH298	Q9BT67	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	NEDD4 family-interacting protein 1	0	NDFIP1	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q9H3Y8	VH298	Q9H3Y8	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Pancreatic progenitor cell differentiation and proliferation factor	0	PPDPF	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q9NW61	VH298	Q9NW61	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Pleckstrin homology domain-containing family J member 1	0	PLEKHJ1	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q9NYP3	VH298	Q9NYP3	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Protein downstream neighbor of Son	0	DONSON	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q9UBL6	VH298	Q9UBL6	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Copine-7	0	CPNE7	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q9UGQ3	VH298	Q9UGQ3	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Solute carrier family 2, facilitated glucose transporter member 6	0	SLC2A6	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q9UL19	VH298	Q9UL19	-4.45612495352259	-3.39927010441717e-05	1.28297016156416	7532.89099372672	7532.89099372672		FALSE	0.999999975819438	0.000100375466874674	-91.0847268002581	-90.0435241463984	0.0378615421920521	0	0	0	0	0	1	0	0	0	0	0	1	Phospholipase A and acyltransferase 4	0	PLAAT4	0	3.39927009470956e-05	-3.39927010441717e-05	0.999999997517413	0.142857142857143	R_Bin_1
non-regulated	VH298:Q68CL5	VH298	Q68CL5	0.0135442689545649	-0.965172471962313	0.999998126115756	725.617126812056	725.617126812056	133118.205948547	TRUE	0.979575974568412	0.0904899826220216	-9.43580747135865	-8.39460481749892	0.0382477179973535	1	0	0.152964799470963	0	0	0	1	0	1	0	0	0	Tubulin polyglutamylase complex subunit 2	21010040	TPGS2	0.287964004499438	0.0459074086010526	0.076494693705251	-4.14179011242188e-05	-0.14722756569917	R_Bin_1
non-regulated	VH298:Q12926	VH298	Q12926	0.0135659695820405	-0.965109173926358	0.999998089524065	725.136344506413	725.136344506413	132813.694414277	TRUE	0.97951152460842	0.090631587138023	-9.41704378086627	-8.37584112700654	0.0383076008092896	1	0	0.153204195313782	0	0	0	1	0	1	0	0	0	ELAV-like protein 2	16682790	ELAVL2	0.24596925384327	0.0459793130916593	0.0766144480175448	-4.1598999256931e-05	-0.147234405580394	R_Bin_1
non-regulated	VH298:Q92542	VH298	Q92542	0.0136977775909942	-0.965007016525425	0.999997946764181	737.811400855766	737.811400855766	134284.106857271	TRUE	0.979112430313286	0.0915035766747648	-9.30214060488757	-8.26093795102784	0.0386764390962823	1	0	0.154678427332383	0	0	0	1	0	1	0	0	0	Nicastrin	34441178.5	NCSTN	0.377952755905512	0.0464222471106191	0.0773520068231128	-4.29648157991291e-05	-0.147276526495211	R_Bin_1
non-regulated	VH298:O95789	VH298	O95789	0.00017682430125821	-0.921741117084837	1.00112417477396	1433.88437723267	1433.88437723267	103201.648646613	TRUE	0.982046222961938	0.0835185799983554	-10.3978478705452	-9.35664521668549	0.0400157501871925	1	0	0.108980115295061	0	0.10625206366688	0	1	0	1	0	1	0	Zinc finger MYM-type protein 6	141466035	ZMYM6	0.634545681789776	0.0534196194306058	0.0405050627661211	0.0395264374963117	-0.136863540694126	R_Bin_1
non-regulated	VH298:Q8TDY4	VH298	Q8TDY4	0.0161626529480963	-0.957326750542057	0.999996188622448	667.644091469692	667.644091469692	103292.733890667	TRUE	0.971129726371867	0.107480892012122	-7.37092033866882	-6.3297176848091	0.0454335824817651	1	0	0.181690438717135	0	0	0	1	0	1	0	0	0	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3	12224738.75	ASAP3	0.186851643544557	0.0545370363616258	0.0908656874064072	-6.79326802778268e-05	-0.148048298249061	R_Bin_1
non-regulated	VH298:Q9Y6A1	VH298	Q9Y6A1	0.000356577675598936	-0.879824594650721	0.973361622910849	675.597265654302	675.597265654302		TRUE	0.969918206026099	0.109753871600152	-7.11979340073342	-6.0785907468737	0.0472743136632787	1	0	0	0.167554520230827	0	0	1	0	0	1	0	0	Protein O-mannosyl-transferase 1	5885382	POMT1	0.0752405949256343	0.047654703423628	0.0482252872908752	0.0463233393254675	-0.138069870850548	R_Bin_1
non-regulated	VH298:Q00722	VH298	Q00722	0.00424961927694787	-0.900174476495377	0.999999831185802	1246.66217618927	1246.66217618927	727794.433177762	TRUE	0.983249570857756	0.0796283200826914	-10.9702396210903	-9.92903696723056	0.0573297613217804	1	0	0.0979051834880514	0.125666679000687	0.0514574441516547	0	1	0	1	1	1	0	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2	273677288	PLCB2	0.74315710536183	0.0550055687723988	0.0689486182840466	0.0457094253201401	-0.137653319200926	R_Bin_1
non-regulated	VH298:Q9BZQ8	VH298	Q9BZQ8	0.00063376722325987	-0.698022860194356	0.813762402294443	691.46227516359	691.46227516359		TRUE	0.916646945631812	0.182598441612394	-1.01120413090977	0.029998522949958	0.0586087034662858	1	0	0.19471753864657	0	0	0	1	0	1	0	0	0	Protein Niban 1	58257323	NIBAN1	0.477815273090864	0.0588844724605502	0.059987544423881	0.0572298592310109	-0.148420501104188	R_Bin_1
non-regulated	VH298:O15021	VH298	O15021	0.0230317743233575	-0.943061312593541	0.999975978683731	771.389106877643	771.389106877643	85900.298975818	TRUE	0.942699253622968	0.151644860918926	-3.24018118577296	-2.19897853191324	0.0641267148899119	1	0	0.256369872059954	0	0	0	1	0	1	0	0	0	Microtubule-associated serine/threonine-protein kinase 4	25479006	MAST4	0.327084114485689	0.077000955461656	0.12824458147767	-0.000199398672020901	-0.15018199634457	R_Bin_1
non-regulated	VH298:P20023	VH298	P20023	0.0239022956017269	-0.939444033943159	0.999982386389186	719.606830824954	719.606830824954	75991.434599681	TRUE	0.938620806776904	0.157039401506304	-2.82071646875601	-1.77951381489629	0.0664096128666562	1	0	0.265492428456295	0	0	0	1	0	1	0	0	0	Complement receptor type 2	24306634.5	CR2	0.316460442444694	0.0797454490476214	0.132811305690104	-0.000219283297210326	-0.150442640813037	R_Bin_1
non-regulated	VH298:Q5T3F8	VH298	Q5T3F8	0.00037288145369963	-0.828832908463565	0.974401025333075	677.801364065725	677.801364065725		TRUE	0.894805854012114	0.206793180010189	0.481952625798003	1.52315527965773	0.0732992749986097	1	0	0	0.325082397106751	0	0	1	0	0	1	0	0	CSC1-like protein 2	5571659	TMEM63B	0.0697412823397075	0.0736863351411852	0.0742669244939826	0.0723316247121322	-0.133569074368379	R_Bin_1
non-regulated	VH298:Q96H78	VH298	Q96H78	0.000483617482098378	-0.797277942290518	0.944595249908728	676.203362031962	676.203362031962		TRUE	0.926035374825782	0.172321953282766	-1.70630275259518	-0.665100098735458	0.0743036405015981	1	0	0	0.259472722946884	0	0	1	0	0	1	0	0	Solute carrier family 25 member 44	1877857.33333333	SLC25A44	0.0253718285214348	0.0747885649237661	0.0755159497433285	0.0730913295939349	-0.135443636487232	R_Bin_1
non-regulated	VH298:Q8IYB4	VH298	Q8IYB4	0.0273059267355888	-0.93112308417331	0.999968643684232	715.825162706408	715.825162706408	66564.9600080196	TRUE	0.921326534630322	0.178346008484836	-1.2939709593814	-0.25276830552167	0.0754374103039616	1	0	0.301529832632226	0	0	0	1	0	1	0	0	0	PEX5-related protein	455761.666666667	PEX5L	0.0218722659667542	0.0906044621169457	0.150862045576738	-0.000323366741436515	-0.151472280932349	R_Bin_1
non-regulated	VH298:Q8N138	VH298	Q8N138	0.0280907036090341	-0.929238939649414	0.999965109595083	715.555895988798	715.555895988798	64743.0204033934	TRUE	0.91711604524991	0.183220494777621	-0.970393530720193	0.0708091231395329	0.0775036485165821	1	0	0.309775299108301	0	0	0	1	0	1	0	0	0	ORM1-like protein 3	20426159	ORMDL3	0.283464566929134	0.0930907557412148	0.154992811257418	-0.000350921688470174	-0.151707865688809	R_Bin_1
down, low confidence	VH298:Q13885;Q9BVA1	VH298	Q13885;Q9BVA1	-0.000147724611076953	1.00016345628254	-0.845621074760839	352366859636452	352366859636452		TRUE	0.999375473210068	0.0148545446093722	-31.1190071024269	-30.0778044485672	0.0793190462824886	1	0.0664782384205495	0.0887393367612506	0.0916022575294655	0.0745752973300718	0.07578111837304	2	1	1	2	1	2	Tubulin beta-2A chain	719649988.833333	TUBB2A;TUBB2B	0.870391201099863	0.0108517507542222	0.0797114445901103	0.0789266474813485	-0.131255437446801	R_Bin_1
non-regulated	VH298:Q96FW1	VH298	Q96FW1	3.42146371717321e-05	-0.840297805510058	1.00039649737298	729.664072306242	729.664072306242		TRUE	0.845767094161974	0.253548345096255	2.92797684824833	3.96917950210805	0.0800987638371683	1	0	0	0.400894792796928	0	0	1	0	0	1	0	0	Ubiquitin thioesterase OTUB1	6389088	OTUB1	0.0852393450818648	0.0801350172839756	0.0801893974534931	0.0800081302202091	-0.131403005920088	R_Bin_1
non-regulated	VH298:O94916	VH298	O94916	0.030265967299139	-0.924023390871142	0.999953321016964	714.213083133031	714.213083133031	59781.9874247316	TRUE	0.905055849452462	0.196652396813576	-0.12142509090855	0.919777562951175	0.0831981196515702	1	0	0.33249795887851	0	0	0	1	0	1	0	0	0	Nuclear factor of activated T-cells 5	9096915.2	NFAT5	0.133733283339583	0.0999448795422641	0.166376126559508	-0.000434848197048199	-0.152357084539386	R_Bin_1
non-regulated	VH298:A6NK58	VH298	A6NK58	0.0327641269992668	-0.918120182384161	0.999936507866662	713.386879877371	713.386879877371	55648.0680454052	TRUE	0.890579098994482	0.211922974191247	0.775997217186413	1.81719987104614	0.0896788573545765	1	0	0.358334678554234	0	0	0	1	0	1	0	0	0	Putative lipoyltransferase 2, mitochondrial	24056617.6666667	LIPT2	0.313710786151731	0.107749610104002	0.179331054480113	-0.000547638654178395	-0.153095276530121	R_Bin_1
non-regulated	VH298:Q9BZB8	VH298	Q9BZB8	0.0336596923520222	-0.916020230029889	0.999929063636879	713.136612461716	713.136612461716	54124.4202954786	TRUE	0.885240837989645	0.217360976347837	1.08003614826062	2.12123880212034	0.0919869707133253	1	0	0.367536371366291	0	0	0	1	0	1	0	0	0	Cytoplasmic polyadenylation element-binding protein 1	7740920.75	CPEB1	0.109736282964629	0.110530293917953	0.183944275622369	-0.00059190966841749	-0.153358182039037	R_Bin_1
non-regulated	VH298:Q9H5V7	VH298	Q9H5V7	0.000442679648149068	-0.817161473957099	0.999990780133496	662.384676536648	662.384676536648		TRUE	0.802028499283534	0.29117194478974	4.58829028367457	5.6294929375343	0.0920264050078976	1	0	0	0.460379821005639	0	0	1	0	0	1	0	0	Zinc finger protein Pegasus	2177860	IKZF5	0.0273715785526809	0.0924894641173807	0.0931840513372363	0.0908687573546526	-0.129703433685553	R_Bin_1
non-regulated	VH298:Q96C11	VH298	Q96C11	0.43571675166956	-0.00884401228631882	1.00831270678371	0.0410990483641651	0.0410990483641651	0.0660729699303504	TRUE	0.98538537865219	0.0766333248521989	-11.430292946045	-10.3890902921853	0.0953156462211247	1	0.266362774467753	0	0	0	0	1	1	0	0	0	0	FGGY carbohydrate kinase domain-containing protein	14275324	FGGY	0.215848018997625	0.048292791201834	0.402428488480422	-0.00428789960698557	-0.165688237811522	R_Bin_1
non-regulated	VH298:Q96GS6	VH298	Q96GS6	0.000528079467214489	-0.867981792776257	1.07120896881322	640.482755790161	640.482755790161		TRUE	0.93619485976895	0.16228366923379	-2.42652715206956	-1.38532449820983	0.102383758685981	1	0	0.0250265436017622	0	0	0	1	0	1	0	0	0	Alpha/beta hydrolase domain-containing protein 17A	1225938828	ABHD17A	0.91451068616423	0.101794270684504	0.103857477280317	0.100910037719788	-0.14357218696005	R_Bin_1
non-regulated	VH298:Q8IUF1	VH298	Q8IUF1	0.456049367974246	-0.00700118861596752	1.00991746396293	0.0620631244247188	0.0620631244247188	0.102700587493367	TRUE	0.979992716562968	0.0899932860364543	-9.50185651976646	-8.46065386590674	0.106532643304847	1	0.307243603116158	0	0	0	0	1	1	0	0	0	0	COBW domain-containing protein 2	14511571	CBWD2	0.218722659667542	0.05552999427606	0.446369127881636	-0.00272819174911022	-0.169192308838528	R_Bin_1
non-regulated	VH298:Q9ULJ1	VH298	Q9ULJ1	0.000373208007500457	-0.747919596063021	0.970000777571275	647.862247454828	647.862247454828		TRUE	0.933624138544129	0.164880322444008	-2.23603862869384	-1.19483597483411	0.111524620470172	1	0.0484529015230405	0	0	0	0	1	1	0	0	0	0	Protein BCAP	7930036.66666667	ODF2L	0.112235970503687	0.111155549906144	0.112447296438823	0.110601943757	-0.147010248701975	R_Bin_1
non-regulated	VH298:Q92830	VH298	Q92830	0.0442555530593506	-0.892018075131684	0.999873228581342	711.4094103629	711.4094103629	39522.3499870727	TRUE	0.818075542055126	0.280087634037876	4.12255305970204	5.16375571356176	0.118644602217137	1	0	0.473720588119091	0	0	0	1	0	1	0	0	0	Histone acetyltransferase KAT2A	11726255.5	KAT2A	0.179852518435196	0.142701457370716	0.237240212482917	-0.00133377498402487	-0.156392016803403	R_Bin_1
non-regulated	VH298:P21589	VH298	P21589	0.0444558280381856	-0.891578519770573	0.99987304750315	711.378896908698	711.378896908698	39313.774179036	TRUE	0.816759709021211	0.281244921835184	4.17203343670406	5.21323609056378	0.119137091505673	1	0	0.475680510685918	0	0	0	1	0	2	0	0	0	5'-nucleotidase	15268242.5	NT5E	0.228971378577678	0.143296813825241	0.238224736386911	-0.00135159149876807	-0.156448014591026	R_Bin_1
non-regulated	VH298:Q9HCG7	VH298	Q9HCG7	0.0459748627074523	-0.88820063369753	0.999833809340412	711.165102468495	711.165102468495	36825.7620314241	TRUE	0.806670352795456	0.290060395290297	4.54239259583256	5.58359524969228	0.122866780332062	1	0	0.490611089150846	0	0	0	1	0	1	0	0	0	Non-lysosomal glucosylceramidase	12407950	GBA2	0.188976377952756	0.147803827321613	0.245665820298071	-0.00147687097666938	-0.156874602547167	R_Bin_1
